dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.170131,2.573000,0.000199,0.019900,0.995025,49.751244,0.000000
0.020000,3.170927,2.573000,0.000995,0.039801,0.995025,-0.000000,0.000000
0.020000,3.172718,2.573000,0.002786,0.089552,2.487562,74.626866,0.000000
0.020000,3.175703,2.573000,0.005771,0.149254,2.985075,24.875622,0.000000
0.020000,3.179882,2.573000,0.009950,0.208955,2.985075,-0.000000,0.000000
0.020000,3.185255,2.573000,0.015323,0.268657,2.985075,0.000000,0.000000
0.020000,3.191822,2.573000,0.021891,0.328358,2.985075,0.000000,0.000000
0.020000,3.199583,2.573000,0.029652,0.388060,2.985075,0.000000,0.000000
0.020000,3.208539,2.573000,0.038607,0.447761,2.985075,0.000000,0.000000
0.020000,3.218688,2.573000,0.048756,0.507463,2.985075,-0.000000,0.000000
0.020000,3.230031,2.573000,0.060100,0.567164,2.985075,0.000000,0.000000
0.020000,3.242569,2.573000,0.072637,0.626866,2.985075,0.000000,0.000000
0.020000,3.256300,2.573000,0.086368,0.686567,2.985075,0.000000,0.000000
0.020000,3.271225,2.573000,0.101294,0.746269,2.985075,-0.000000,0.000000
0.020000,3.287345,2.573000,0.117413,0.805970,2.985075,0.000000,0.000000
0.020000,3.304658,2.573000,0.134726,0.865672,2.985075,0.000000,0.000000
0.020000,3.323166,2.573000,0.153234,0.925373,2.985075,0.000000,0.000000
0.020000,3.342867,2.573000,0.172935,0.985075,2.985075,0.000000,0.000000
0.020000,3.363763,2.573000,0.193831,1.044776,2.985075,-0.000000,0.000000
0.020000,3.385852,2.573000,0.215920,1.104478,2.985075,0.000000,0.000000
0.020000,3.409136,2.573000,0.239204,1.164179,2.985075,-0.000000,0.000000
0.020000,3.433613,2.573000,0.263682,1.223881,2.985075,0.000000,0.000000
0.020000,3.459285,2.573000,0.289353,1.283582,2.985075,0.000000,0.000000
0.020000,3.486151,2.573000,0.316219,1.343284,2.985075,0.000000,0.000000
0.020000,3.514210,2.573000,0.344279,1.402985,2.985075,-0.000000,0.000000
0.020000,3.543464,2.573000,0.373532,1.462687,2.985075,0.000000,0.000000
