0.000199, 0.019900, 20
0.001152, 0.047645, 20
0.003296, 0.107206, 20
0.006870, 0.178689, 20
0.011874, 0.250189, 20
0.018308, 0.321715, 20
0.026173, 0.393273, 20
0.035471, 0.464870, 20
0.046201, 0.536513, 20
0.058365, 0.608207, 20
0.071964, 0.679960, 20
0.087000, 0.751776, 20
0.103473, 0.823661, 20
0.121386, 0.895621, 20
0.140739, 0.967659, 20
0.161534, 1.039779, 20
0.183774, 1.111986, 20
0.207460, 1.184281, 20
0.232593, 1.256665, 20
0.259176, 1.329142, 20
0.287210, 1.401709, 20
0.316697, 1.474367, 20
0.347639, 1.547112, 20
0.380038, 1.619943, 20
0.413895, 1.692853, 20
0.449212, 1.765837, 20
0.485990, 1.838887, 20
0.524230, 1.911994, 20
0.563933, 1.985146, 20
0.605099, 2.058330, 20
0.647730, 2.131531, 20
0.691824, 2.204731, 20
0.737383, 2.277912, 20
0.784404, 2.351051, 20
0.832886, 2.424123, 20
0.882828, 2.497102, 20
0.934227, 2.569959, 20
0.987081, 2.642661, 20
1.041384, 2.715175, 20
1.097133, 2.787463, 20
1.154323, 2.859487, 20
1.212947, 2.931204, 20
1.272999, 3.002572, 20
1.334470, 3.073546, 20
1.397351, 3.144077, 20
1.461634, 3.214119, 20
1.527306, 3.283623, 20
1.594357, 3.352538, 20
1.662773, 3.420816, 20
1.732541, 3.488407, 20
1.803646, 3.555263, 20
1.876073, 3.621338, 20
1.949805, 3.686586, 20
2.024824, 3.750967, 20
2.101113, 3.814441, 20
2.178653, 3.876973, 20
2.257423, 3.938531, 20
2.337405, 3.999088, 20
2.418577, 4.058622, 20
2.500920, 4.117117, 20
2.584411, 4.174558, 20
2.669030, 4.230941, 20
2.754755, 4.286262, 20
2.841565, 4.340526, 20
2.929440, 4.393740, 20
3.018359, 4.445918, 20
3.108300, 4.497076, 20
3.199017, 4.535861, 20
3.290041, 4.551164, 20
3.380909, 4.543400, 20
3.471393, 4.524221, 20
3.561494, 4.505042, 20
3.651212, 4.485897, 20
3.740548, 4.466819, 20
3.829505, 4.447835, 20
3.918084, 4.428967, 20
4.006289, 4.410237, 20
4.094122, 4.391659, 20
4.181587, 4.373246, 20
4.268687, 4.355008, 20
4.355426, 4.336953, 20
4.441808, 4.319085, 20
4.527836, 4.301405, 20
4.613514, 4.283914, 20
4.698847, 4.266610, 20
4.783836, 4.249490, 20
4.868487, 4.232548, 20
4.952803, 4.215779, 20
5.036786, 4.199174, 20
5.120441, 4.182725, 20
5.203769, 4.166422, 20
5.286774, 4.150256, 20
5.369459, 4.134214, 20
5.451824, 4.118287, 20
5.533874, 4.102460, 20
5.615608, 4.086723, 20
5.697029, 4.071061, 20
5.778139, 4.055462, 20
5.858937, 4.039912, 20
5.939425, 4.024397, 20
6.019603, 4.008905, 20
6.099471, 3.993420, 20
6.179030, 3.977929, 20
6.258278, 3.962419, 20
6.337216, 3.946875, 20
6.415841, 3.931284, 20
6.494154, 3.915632, 20
6.572152, 3.899906, 20
6.649834, 3.884093, 20
6.727198, 3.868181, 20
6.804241, 3.852157, 20
6.880961, 3.836009, 20
6.957356, 3.819727, 20
7.033421, 3.803299, 20
7.109156, 3.786717, 20
7.184555, 3.769972, 20
7.259616, 3.753055, 20
7.334336, 3.735961, 20
7.408709, 3.718683, 20
7.482734, 3.701219, 20
7.556405, 3.683566, 20
7.629719, 3.665724, 20
7.702673, 3.647695, 20
7.775263, 3.629482, 20
7.847485, 3.611093, 20
7.919336, 3.592537, 20
7.990812, 3.573825, 20
8.061912, 3.554975, 20
8.132632, 3.536004, 20
8.202970, 3.516936, 20
8.272926, 3.497796, 20
8.342499, 3.478617, 20
8.411687, 3.459433, 20
8.480348, 3.433017, 20
8.548169, 3.391089, 20
8.614825, 3.332781, 20
8.680138, 3.265646, 20
8.744103, 3.198266, 20
8.806742, 3.131920, 20
8.868074, 3.066623, 20
8.928122, 3.002382, 20
8.986906, 2.939203, 20
9.044447, 2.877083, 20
9.100768, 2.816018, 20
9.155888, 2.755994, 20
9.209828, 2.696997, 20
9.262608, 2.639004, 20
9.314248, 2.581989, 20
9.364766, 2.525922, 20
9.414181, 2.470767, 20
9.462511, 2.416486, 20
9.509772, 2.363038, 20
9.555979, 2.310378, 20
9.601149, 2.258460, 20
9.645293, 2.207235, 20
9.688426, 2.156656, 20
9.730560, 2.106673, 20
9.771705, 2.057235, 20
9.811870, 2.008295, 20
9.851067, 1.959803, 20
9.889301, 1.911712, 20
9.926580, 1.863978, 20
9.962911, 1.816557, 20
9.998300, 1.769406, 20
10.032749, 1.722486, 20
10.066264, 1.675760, 20
10.098848, 1.629194, 20
10.130503, 1.582754, 20
10.161232, 1.536412, 20
10.191034, 1.490140, 20
10.219913, 1.443914, 20
10.247867, 1.397710, 20
10.274897, 1.351510, 20
10.301003, 1.305295, 20
10.326184, 1.259051, 20
10.350439, 1.212762, 20
10.373768, 1.166419, 20
10.396168, 1.120011, 20
10.417639, 1.073530, 20
10.438178, 1.026971, 20
10.457784, 0.980327, 20
10.476456, 0.933595, 20
10.494192, 0.886773, 20
10.510989, 0.839861, 20
10.526846, 0.792857, 20
10.541761, 0.745762, 20
10.555733, 0.698579, 20
10.568759, 0.651310, 20
10.580838, 0.603957, 20
10.591969, 0.556526, 20
10.602149, 0.509019, 20
10.611378, 0.461443, 20
10.619654, 0.413802, 20
10.626976, 0.366102, 20
10.633343, 0.318349, 20
10.638754, 0.270550, 20
10.643208, 0.222711, 20
10.646705, 0.174838, 20
10.649244, 0.126940, 20
10.650824, 0.079022, 20
10.651582, 0.037894, 20
10.651813, 0.011552, 20
10.651837, 0.001188, 20
10.651837, 0.000000, 20
