0.000199, 0.019900, 20
0.001146, 0.047342, 20
0.003276, 0.106521, 20
0.006827, 0.177542, 20
0.011799, 0.248571, 20
0.018191, 0.319614, 20
0.026004, 0.390673, 20
0.035239, 0.461751, 20
0.045896, 0.532852, 20
0.057976, 0.603979, 20
0.071479, 0.675133, 20
0.086405, 0.746317, 20
0.102756, 0.817532, 20
0.120531, 0.888780, 20
0.139732, 0.960062, 20
0.160360, 1.031376, 20
0.182414, 1.102724, 20
0.205896, 1.174103, 20
0.230807, 1.245512, 20
0.257146, 1.316947, 20
0.284914, 1.388406, 20
0.314111, 1.459883, 20
0.344739, 1.531372, 20
0.376796, 1.602867, 20
0.410283, 1.674361, 20
0.445200, 1.745843, 20
0.481546, 1.817303, 20
0.519321, 1.888730, 20
0.558523, 1.960110, 20
0.599152, 2.031429, 20
0.641205, 2.102670, 20
0.684681, 2.173816, 20
0.729578, 2.244848, 20
0.775893, 2.315745, 20
0.823623, 2.386485, 20
0.872764, 2.457043, 20
0.923312, 2.527394, 20
0.975262, 2.597512, 20
1.028609, 2.667368, 20
1.083348, 2.736932, 20
1.139471, 2.806175, 20
1.196973, 2.875064, 20
1.255844, 2.943568, 20
1.316077, 3.011652, 20
1.377663, 3.079283, 20
1.440591, 3.146428, 20
1.504852, 3.213053, 20
1.570435, 3.279125, 20
1.637327, 3.344610, 20
1.705517, 3.409477, 20
1.774991, 3.473695, 20
1.845735, 3.537236, 20
1.917737, 3.600071, 20
1.990980, 3.662175, 20
2.065451, 3.723525, 20
2.141133, 3.784101, 20
2.218010, 3.843885, 20
2.296068, 3.902861, 20
2.375288, 3.961017, 20
2.455655, 4.018344, 20
2.537152, 4.074835, 20
2.619761, 4.130489, 20
2.703467, 4.185303, 20
2.788253, 4.239282, 20
2.874102, 4.292430, 20
2.960997, 4.344754, 20
3.048922, 4.396265, 20
3.137639, 4.435849, 20
3.226691, 4.452606, 20
3.315629, 4.446891, 20
3.404230, 4.430062, 20
3.492495, 4.413266, 20
3.580426, 4.396524, 20
3.668023, 4.379851, 20
3.755288, 4.363262, 20
3.842224, 4.346770, 20
3.928831, 4.330385, 20
4.015114, 4.314113, 20
4.101073, 4.297960, 20
4.186711, 4.281931, 20
4.272032, 4.266028, 20
4.357037, 4.250250, 20
4.441729, 4.234599, 20
4.526110, 4.219071, 20
4.610184, 4.203663, 20
4.693951, 4.188371, 20
4.777415, 4.173190, 20
4.860577, 4.158115, 20
4.943440, 4.143138, 20
5.026005, 4.128252, 20
5.108274, 4.113450, 20
5.190248, 4.098722, 20
5.271930, 4.084061, 20
5.353319, 4.069456, 20
5.434417, 4.054899, 20
5.515224, 4.040380, 20
5.595742, 4.025889, 20
5.675970, 4.011417, 20
5.755909, 3.996952, 20
5.835559, 3.982485, 20
5.914919, 3.968005, 20
5.993989, 3.953504, 20
6.072769, 3.938970, 20
6.151257, 3.924394, 20
6.229452, 3.909766, 20
6.307353, 3.895077, 20
6.384960, 3.880319, 20
6.462269, 3.865481, 20
6.539281, 3.850557, 20
6.615991, 3.835539, 20
6.692400, 3.820419, 20
6.768504, 3.805191, 20
6.844301, 3.789850, 20
6.919788, 3.774391, 20
6.994965, 3.758810, 20
7.069827, 3.743105, 20
7.144372, 3.727273, 20
7.218598, 3.711315, 20
7.292503, 3.695232, 20
7.366084, 3.679027, 20
7.439338, 3.662705, 20
7.512263, 3.646271, 20
7.584858, 3.629735, 20
7.657120, 3.613108, 20
7.729048, 3.596402, 20
7.800641, 3.579632, 20
7.871897, 3.562818, 20
7.942742, 3.542258, 20
8.012928, 3.509289, 20
8.082111, 3.459142, 20
8.150028, 3.395838, 20
8.216593, 3.328287, 20
8.281824, 3.261554, 20
8.345737, 3.195648, 20
8.408349, 3.130575, 20
8.469676, 3.066339, 20
8.529734, 3.002943, 20
8.588542, 2.940384, 20
8.646115, 2.878659, 20
8.702471, 2.817758, 20
8.757624, 2.757673, 20
8.811592, 2.698390, 20
8.864390, 2.639892, 20
8.916033, 2.582160, 20
8.966536, 2.525172, 20
9.015914, 2.468905, 20
9.064181, 2.413332, 20
9.111349, 2.358424, 20
9.157433, 2.304153, 20
9.202442, 2.250487, 20
9.246390, 2.197393, 20
9.289287, 2.144838, 20
9.331143, 2.092790, 20
9.371967, 2.041213, 20
9.411768, 1.990076, 20
9.450555, 1.939343, 20
9.488335, 1.888983, 20
9.525114, 1.838962, 20
9.560899, 1.789251, 20
9.595696, 1.739818, 20
9.629508, 1.690635, 20
9.662342, 1.641674, 20
9.694200, 1.592909, 20
9.725086, 1.544314, 20
9.755004, 1.495868, 20
9.783955, 1.447548, 20
9.811941, 1.399334, 20
9.838965, 1.351207, 20
9.865028, 1.303151, 20
9.890131, 1.255150, 20
9.914275, 1.207190, 20
9.937460, 1.159258, 20
9.959687, 1.111343, 20
9.980956, 1.063435, 20
10.001266, 1.015526, 20
10.020619, 0.967609, 20
10.039012, 0.919676, 20
10.056447, 0.871722, 20
10.072921, 0.823744, 20
10.088436, 0.775738, 20
10.102990, 0.727701, 20
10.116583, 0.679632, 20
10.129213, 0.631530, 20
10.140881, 0.583395, 20
10.151586, 0.535226, 20
10.161326, 0.487025, 20
10.170102, 0.438794, 20
10.177913, 0.390533, 20
10.184758, 0.342246, 20
10.190637, 0.293934, 20
10.195549, 0.245601, 20
10.199494, 0.197250, 20
10.202471, 0.148884, 20
10.204481, 0.100507, 20
10.205592, 0.055532, 20
10.206033, 0.022029, 20
10.206126, 0.004655, 20
10.206126, 0.000000, 20
