dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.239880,4.427000,3.240000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.319880,4.427000,3.320000,4.000000,-0.000000,0.000000,0.000000
0.020000,3.399880,4.427000,3.400000,4.000000,0.000000,0.000000,0.000000
0.020000,3.479880,4.427000,3.480000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.559880,4.427000,3.560000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.639880,4.427000,3.640000,4.000000,0.000000,0.000000,0.000000
0.020000,3.719880,4.427000,3.720000,4.000000,0.000000,-0.000000,0.000000
0.020000,3.799880,4.427000,3.800000,4.000000,0.000000,0.000000,0.000000
0.020000,3.879880,4.427000,3.880000,4.000000,0.000000,0.000000,0.000000
0.020000,3.959880,4.427000,3.960000,4.000000,0.000000,0.000000,0.000000
0.020000,4.039880,4.427000,4.040000,4.000000,0.000000,0.000000,0.000000
0.020000,4.119880,4.427000,4.120000,4.000000,0.000000,0.000000,0.000000
0.020000,4.199880,4.427000,4.200000,4.000000,0.000000,0.000000,0.000000
0.020000,4.279880,4.427000,4.280000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.359880,4.427000,4.360000,4.000000,0.000000,0.000000,0.000000
0.020000,4.439880,4.427000,4.440000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.519880,4.427000,4.520000,4.000000,0.000000,0.000000,0.000000
0.020000,4.599880,4.427000,4.600000,4.000000,0.000000,0.000000,0.000000
0.020000,4.679880,4.427000,4.680000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.759880,4.427000,4.760000,4.000000,0.000000,0.000000,0.000000
0.020000,4.839880,4.427000,4.840000,4.000000,0.000000,0.000000,0.000000
0.020000,4.919880,4.427000,4.920000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.999880,4.427000,5.000000,4.000000,0.000000,0.000000,0.000000
0.020000,5.079880,4.427000,5.080000,4.000000,0.000000,0.000000,0.000000
0.020000,5.159880,4.427000,5.160000,4.000000,-0.000000,-0.000000,0.000000
0.020000,5.239880,4.427000,5.240000,4.000000,0.000000,0.000000,0.000000
0.020000,5.319880,4.427000,5.320000,4.000000,0.000000,0.000000,0.000000
0.020000,5.399880,4.427000,5.400000,4.000000,-0.000000,-0.000000,0.000000
0.020000,5.479880,4.427000,5.480000,4.000000,0.000000,0.000000,0.000000
0.020000,5.559880,4.427000,5.560000,4.000000,0.000000,0.000000,0.000000
0.020000,5.639880,4.427000,5.640000,4.000000,-0.000000,-0.000000,0.000000
0.020000,5.719880,4.427000,5.720000,4.000000,0.000000,0.000000,0.000000
0.020000,5.799880,4.427000,5.800000,4.000000,0.000000,-0.000000,0.000000
0.020000,5.879880,4.427000,5.880000,4.000000,0.000000,0.000000,0.000000
0.020000,5.959880,4.427000,5.960000,4.000000,0.000000,0.000000,0.000000
0.020000,6.039880,4.427000,6.040000,4.000000,0.000000,0.000000,0.000000
0.020000,6.119880,4.427000,6.120000,4.000000,0.000000,0.000000,0.000000
0.020000,6.199880,4.427000,6.200000,4.000000,0.000000,-0.000000,0.000000
0.020000,6.279880,4.427000,6.280000,4.000000,-0.000000,-0.000000,0.000000
0.020000,6.359880,4.427000,6.360000,4.000000,0.000000,0.000000,0.000000
0.020000,6.439880,4.427000,6.440000,4.000000,0.000000,0.000000,0.000000
0.020000,6.519880,4.427000,6.520000,4.000000,-0.000000,-0.000000,0.000000
0.020000,6.599880,4.427000,6.600000,4.000000,0.000000,0.000000,0.000000
0.020000,6.679880,4.427000,6.680000,4.000000,0.000000,0.000000,0.000000
0.020000,6.759880,4.427000,6.760000,4.000000,-0.000000,-0.000000,0.000000
0.020000,6.839880,4.427000,6.840000,4.000000,0.000000,0.000000,0.000000
0.020000,6.919880,4.427000,6.920000,4.000000,0.000000,-0.000000,0.000000
0.020000,6.999880,4.427000,7.000000,4.000000,0.000000,0.000000,0.000000
0.020000,7.079880,4.427000,7.080000,4.000000,0.000000,0.000000,0.000000
0.020000,7.159880,4.427000,7.160000,4.000000,0.000000,0.000000,0.000000
0.020000,7.239880,4.427000,7.240000,4.000000,0.000000,0.000000,0.000000
0.020000,7.319880,4.427000,7.320000,4.000000,0.000000,0.000000,0.000000
0.020000,7.399880,4.427000,7.400000,4.000000,0.000000,0.000000,0.000000
0.020000,7.479880,4.427000,7.480000,4.000000,0.000000,0.000000,0.000000
0.020000,7.559880,4.427000,7.560000,4.000000,0.000000,0.000000,0.000000
0.020000,7.639880,4.427000,7.640000,4.000000,0.000000,0.000000,0.000000
0.020000,7.719880,4.427000,7.720000,4.000000,-0.000000,-0.000000,0.000000
0.020000,7.799880,4.427000,7.800000,4.000000,0.000000,0.000000,0.000000
0.020000,7.879880,4.427000,7.880000,4.000000,-0.000000,-0.000000,0.000000
0.020000,7.959880,4.427000,7.960000,4.000000,-0.000000,0.000000,0.000000
0.020000,8.039880,4.427000,8.040000,4.000000,0.000000,0.000000,0.000000
0.020000,8.119880,4.427000,8.120000,4.000000,0.000000,-0.000000,0.000000
0.020000,8.199880,4.427000,8.200000,4.000000,0.000000,0.000000,0.000000
0.020000,8.279880,4.427000,8.280000,4.000000,0.000000,0.000000,0.000000
0.020000,8.359880,4.427000,8.360000,4.000000,0.000000,0.000000,0.000000
0.020000,8.439880,4.427000,8.440000,4.000000,0.000000,0.000000,0.000000
0.020000,8.519880,4.427000,8.520000,4.000000,0.000000,0.000000,0.000000
0.020000,8.599880,4.427000,8.600000,4.000000,0.000000,0.000000,0.000000
0.020000,8.679880,4.427000,8.680000,4.000000,0.000000,0.000000,0.000000
0.020000,8.759880,4.427000,8.760000,4.000000,0.000000,0.000000,0.000000
0.020000,8.839880,4.427000,8.840000,4.000000,0.000000,0.000000,0.000000
0.020000,8.919880,4.427000,8.920000,4.000000,0.000000,0.000000,0.000000
0.020000,8.999880,4.427000,9.000000,4.000000,0.000000,0.000000,0.000000
0.020000,9.079880,4.427000,9.080000,4.000000,0.000000,0.000000,0.000000
0.020000,9.159880,4.427000,9.160000,4.000000,-0.000000,-0.000000,0.000000
0.020000,9.239880,4.427000,9.240000,4.000000,0.000000,0.000000,0.000000
0.020000,9.319681,4.427000,9.319801,3.990065,-0.496766,-24.838308,0.000000
0.020000,9.398886,4.427000,9.399006,3.960244,-1.491045,-49.713930,0.000000
0.020000,9.477097,4.427000,9.477217,3.910522,-2.486070,-49.751244,0.000000
0.020000,9.554113,4.427000,9.554233,3.850836,-2.984328,-24.912935,0.000000
0.020000,9.629936,4.427000,9.630056,3.791134,-2.985075,-0.037313,0.000000
0.020000,9.704565,4.427000,9.704685,3.731433,-2.985075,-0.000000,0.000000
0.020000,9.777999,4.427000,9.778119,3.671731,-2.985075,0.000000,0.000000
0.020000,9.850240,4.427000,9.850360,3.612030,-2.985075,0.000000,0.000000
0.020000,9.921286,4.427000,9.921406,3.552328,-2.985075,-0.000000,0.000000
0.020000,9.991139,4.427000,9.991259,3.492627,-2.985075,0.000000,0.000000
0.020000,10.059798,4.427000,10.059918,3.432925,-2.985075,0.000000,0.000000
0.020000,10.127262,4.427000,10.127382,3.373224,-2.985075,0.000000,0.000000
0.020000,10.193532,4.427000,10.193652,3.313522,-2.985075,-0.000000,0.000000
0.020000,10.258609,4.427000,10.258729,3.253821,-2.985075,0.000000,0.000000
0.020000,10.322491,4.427000,10.322611,3.194119,-2.985075,0.000000,0.000000
0.020000,10.385180,4.427000,10.385300,3.134418,-2.985075,-0.000000,0.000000
0.020000,10.446674,4.427000,10.446794,3.074716,-2.985075,-0.000000,0.000000
0.020000,10.506974,4.427000,10.507094,3.015015,-2.985075,0.000000,0.000000
0.020000,10.566080,4.427000,10.566200,2.955313,-2.985075,-0.000000,0.000000
0.020000,10.623993,4.427000,10.624113,2.895612,-2.985075,-0.000000,0.000000
0.020000,10.680711,4.427000,10.680831,2.835910,-2.985075,-0.000000,0.000000
0.020000,10.736235,4.427000,10.736355,2.776209,-2.985075,0.000000,0.000000
0.020000,10.790565,4.427000,10.790685,2.716507,-2.985075,-0.000000,0.000000
0.020000,10.843701,4.427000,10.843821,2.656806,-2.985075,-0.000000,0.000000
0.020000,10.895643,4.427000,10.895763,2.597104,-2.985075,0.000000,0.000000
0.020000,10.946392,4.427000,10.946512,2.537403,-2.985075,-0.000000,0.000000
0.020000,10.995946,4.427000,10.996066,2.477701,-2.985075,0.000000,0.000000
0.020000,11.044306,4.427000,11.044426,2.418000,-2.985075,-0.000000,0.000000
0.020000,11.091472,4.427000,11.091592,2.358299,-2.985075,0.000000,0.000000
0.020000,11.137443,4.427000,11.137563,2.298597,-2.985075,0.000000,0.000000
0.020000,11.182221,4.427000,11.182341,2.238896,-2.985075,0.000000,0.000000
0.020000,11.225805,4.427000,11.225925,2.179194,-2.985075,-0.000000,0.000000
0.020000,11.268195,4.427000,11.268315,2.119493,-2.985075,0.000000,0.000000
0.020000,11.309391,4.427000,11.309511,2.059791,-2.985075,0.000000,0.000000
0.020000,11.349393,4.427000,11.349513,2.000090,-2.985075,0.000000,0.000000
0.020000,11.388200,4.427000,11.388320,1.940388,-2.985075,-0.000000,0.000000
0.020000,11.425814,4.427000,11.425934,1.880687,-2.985075,0.000000,0.000000
0.020000,11.462234,4.427000,11.462354,1.820985,-2.985075,-0.000000,0.000000
0.020000,11.497460,4.427000,11.497580,1.761284,-2.985075,0.000000,0.000000
0.020000,11.531491,4.427000,11.531611,1.701582,-2.985075,-0.000000,0.000000
0.020000,11.564329,4.427000,11.564449,1.641881,-2.985075,0.000000,0.000000
0.020000,11.595972,4.427000,11.596092,1.582179,-2.985075,0.000000,0.000000
0.020000,11.626422,4.427000,11.626542,1.522478,-2.985075,-0.000000,0.000000
0.020000,11.655678,4.427000,11.655798,1.462776,-2.985075,0.000000,0.000000
0.020000,11.683739,4.427000,11.683859,1.403075,-2.985075,0.000000,0.000000
0.020000,11.710606,4.427000,11.710726,1.343373,-2.985075,0.000000,0.000000
0.020000,11.736280,4.427000,11.736400,1.283672,-2.985075,-0.000000,0.000000
0.020000,11.760759,4.427000,11.760879,1.223970,-2.985075,0.000000,0.000000
0.020000,11.784045,4.427000,11.784165,1.164269,-2.985075,-0.000000,0.000000
0.020000,11.806136,4.427000,11.806256,1.104567,-2.985075,-0.000000,0.000000
0.020000,11.827033,4.427000,11.827153,1.044866,-2.985075,0.000000,0.000000
0.020000,11.846737,4.427000,11.846857,0.985164,-2.985075,0.000000,0.000000
0.020000,11.865246,4.427000,11.865366,0.925463,-2.985075,-0.000000,0.000000
0.020000,11.882561,4.427000,11.882681,0.865761,-2.985075,0.000000,0.000000
0.020000,11.898682,4.427000,11.898802,0.806060,-2.985075,-0.000000,0.000000
0.020000,11.913609,4.427000,11.913729,0.746358,-2.985075,0.000000,0.000000
0.020000,11.927343,4.427000,11.927463,0.686657,-2.985075,0.000000,0.000000
0.020000,11.939882,4.427000,11.940002,0.626955,-2.985075,-0.000000,0.000000
0.020000,11.951227,4.427000,11.951347,0.567254,-2.985075,0.000000,0.000000
0.020000,11.961378,4.427000,11.961498,0.507552,-2.985075,0.000000,0.000000
0.020000,11.970335,4.427000,11.970455,0.447851,-2.985075,0.000000,0.000000
0.020000,11.978098,4.427000,11.978218,0.388149,-2.985075,-0.000000,0.000000
0.020000,11.984667,4.427000,11.984787,0.328448,-2.985075,0.000000,0.000000
0.020000,11.990042,4.427000,11.990162,0.268746,-2.985075,-0.000000,0.000000
0.020000,11.994223,4.427000,11.994343,0.209045,-2.985075,0.000000,0.000000
0.020000,11.997209,4.427000,11.997329,0.149343,-2.985075,0.000000,0.000000
0.020000,11.999002,4.427000,11.999122,0.089642,-2.985075,-0.000000,0.000000
0.020000,11.999800,4.427000,11.999920,0.039876,-2.488308,24.838308,0.000000
0.020000,12.000000,4.427000,12.000120,0.009995,-1.494030,49.713930,0.000000
0.020000,12.000000,4.427000,12.000120,0.000015,-0.499005,49.751244,0.000000
0.020000,12.000000,4.427000,12.000120,0.000000,-0.000746,24.912935,0.000000
