dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,0.817591,2.573000,0.817711,2.179104,2.985075,-0.000000,0.000000
0.020000,0.862368,2.573000,0.862488,2.238806,2.985075,-0.000000,0.000000
0.020000,0.908338,2.573000,0.908458,2.298507,2.985075,0.000000,0.000000
0.020000,0.955502,2.573000,0.955622,2.358209,2.985075,-0.000000,0.000000
0.020000,1.003860,2.573000,1.003980,2.417910,2.985075,0.000000,0.000000
0.020000,1.053412,2.573000,1.053532,2.477612,2.985075,0.000000,0.000000
0.020000,1.104159,2.573000,1.104279,2.537313,2.985075,-0.000000,0.000000
0.020000,1.156099,2.573000,1.156219,2.597015,2.985075,0.000000,0.000000
0.020000,1.209233,2.573000,1.209353,2.656716,2.985075,-0.000000,0.000000
0.020000,1.263562,2.573000,1.263682,2.716418,2.985075,0.000000,0.000000
0.020000,1.319084,2.573000,1.319204,2.776119,2.985075,-0.000000,0.000000
0.020000,1.375800,2.573000,1.375920,2.835821,2.985075,0.000000,0.000000
0.020000,1.433711,2.573000,1.433831,2.895522,2.985075,0.000000,0.000000
0.020000,1.492815,2.573000,1.492935,2.955224,2.985075,0.000000,0.000000
0.020000,1.553114,2.573000,1.553234,3.014925,2.985075,-0.000000,0.000000
0.020000,1.614606,2.573000,1.614726,3.074627,2.985075,0.000000,0.000000
0.020000,1.677293,2.573000,1.677413,3.134328,2.985075,0.000000,0.000000
0.020000,1.741174,2.573000,1.741294,3.194030,2.985075,0.000000,0.000000
0.020000,1.806248,2.573000,1.806368,3.253731,2.985075,-0.000000,0.000000
0.020000,1.872517,2.573000,1.872637,3.313433,2.985075,0.000000,0.000000
0.020000,1.939980,2.573000,1.940100,3.373134,2.985075,0.000000,0.000000
0.020000,2.008636,2.573000,2.008756,3.432836,2.985075,-0.000000,0.000000
0.020000,2.078487,2.573000,2.078607,3.492537,2.985075,0.000000,0.000000
0.020000,2.149532,2.573000,2.149652,3.552239,2.985075,-0.000000,0.000000
0.020000,2.221771,2.573000,2.221891,3.611940,2.985075,0.000000,0.000000
0.020000,2.295203,2.573000,2.295323,3.671642,2.985075,0.000000,0.000000
0.020000,2.369830,2.573000,2.369950,3.731343,2.985075,-0.000000,0.000000
0.020000,2.445651,2.573000,2.445771,3.791045,2.985075,0.000000,0.000000
0.020000,2.522666,2.573000,2.522786,3.850746,2.985075,0.000000,0.000000
0.020000,2.600875,2.573000,2.600995,3.910448,2.985075,0.000000,0.000000
0.020000,2.680079,2.573000,2.680199,3.960199,2.487562,-24.875622,0.000000
0.020000,2.759880,2.573000,2.760000,3.990050,1.492537,-49.751244,0.000000
0.020000,2.839880,2.573000,2.840000,4.000000,0.497512,-49.751244,0.000000
0.020000,2.919880,2.573000,2.920000,4.000000,-0.000000,-24.875622,0.000000
0.020000,2.999880,2.573000,3.000000,4.000000,0.000000,0.000000,0.000000
0.020000,3.079880,2.573000,3.080000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.159880,2.573000,3.160000,4.000000,0.000000,0.000000,0.000000
0.020000,3.239880,2.573000,3.240000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.319880,2.573000,3.320000,4.000000,-0.000000,0.000000,0.000000
0.020000,3.399880,2.573000,3.400000,4.000000,0.000000,0.000000,0.000000
0.020000,3.479880,2.573000,3.480000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.559880,2.573000,3.560000,4.000000,-0.000000,-0.000000,0.000000
0.020000,3.639880,2.573000,3.640000,4.000000,0.000000,0.000000,0.000000
0.020000,3.719880,2.573000,3.720000,4.000000,0.000000,-0.000000,0.000000
0.020000,3.799880,2.573000,3.800000,4.000000,0.000000,0.000000,0.000000
0.020000,3.879880,2.573000,3.880000,4.000000,0.000000,0.000000,0.000000
0.020000,3.959880,2.573000,3.960000,4.000000,0.000000,0.000000,0.000000
0.020000,4.039880,2.573000,4.040000,4.000000,0.000000,0.000000,0.000000
0.020000,4.119880,2.573000,4.120000,4.000000,0.000000,0.000000,0.000000
0.020000,4.199880,2.573000,4.200000,4.000000,0.000000,0.000000,0.000000
0.020000,4.279880,2.573000,4.280000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.359880,2.573000,4.360000,4.000000,0.000000,0.000000,0.000000
0.020000,4.439880,2.573000,4.440000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.519880,2.573000,4.520000,4.000000,0.000000,0.000000,0.000000
0.020000,4.599880,2.573000,4.600000,4.000000,0.000000,0.000000,0.000000
0.020000,4.679880,2.573000,4.680000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.759880,2.573000,4.760000,4.000000,0.000000,0.000000,0.000000
0.020000,4.839880,2.573000,4.840000,4.000000,0.000000,0.000000,0.000000
0.020000,4.919880,2.573000,4.920000,4.000000,-0.000000,-0.000000,0.000000
0.020000,4.999880,2.573000,5.000000,4.000000,0.000000,0.000000,0.000000
0.020000,5.079880,2.573000,5.080000,4.000000,0.000000,0.000000,0.000000
0.020000,5.159880,2.573000,5.160000,4.000000,-0.000000,-0.000000,0.000000
0.020000,5.239880,2.573000,5.240000,4.000000,0.000000,0.000000,0.000000
0.020000,5.319880,2.573000,5.320000,4.000000,0.000000,0.000000,0.000000
0.020000,5.399880,2.573000,5.400000,4.000000,-0.000000,-0.000000,0.000000
0.020000,5.479880,2.573000,5.480000,4.000000,0.000000,0.000000,0.000000
0.020000,5.559880,2.573000,5.560000,4.000000,0.000000,0.000000,0.000000
0.020000,5.639880,2.573000,5.640000,4.000000,-0.000000,-0.000000,0.000000
0.020000,5.719880,2.573000,5.720000,4.000000,0.000000,0.000000,0.000000
0.020000,5.799880,2.573000,5.800000,4.000000,0.000000,-0.000000,0.000000
0.020000,5.879880,2.573000,5.880000,4.000000,0.000000,0.000000,0.000000
0.020000,5.959880,2.573000,5.960000,4.000000,0.000000,0.000000,0.000000
0.020000,6.039880,2.573000,6.040000,4.000000,0.000000,0.000000,0.000000
0.020000,6.119880,2.573000,6.120000,4.000000,0.000000,0.000000,0.000000
0.020000,6.199880,2.573000,6.200000,4.000000,0.000000,-0.000000,0.000000
0.020000,6.279880,2.573000,6.280000,4.000000,-0.000000,-0.000000,0.000000
0.020000,6.359880,2.573000,6.360000,4.000000,0.000000,0.000000,0.000000
0.020000,6.439880,2.573000,6.440000,4.000000,0.000000,0.000000,0.000000
0.020000,6.519880,2.573000,6.520000,4.000000,-0.000000,-0.000000,0.000000
0.020000,6.599880,2.573000,6.600000,4.000000,0.000000,0.000000,0.000000
0.020000,6.679880,2.573000,6.680000,4.000000,0.000000,0.000000,0.000000
0.020000,6.759880,2.573000,6.760000,4.000000,-0.000000,-0.000000,0.000000
0.020000,6.839880,2.573000,6.840000,4.000000,0.000000,0.000000,0.000000
0.020000,6.919880,2.573000,6.920000,4.000000,0.000000,-0.000000,0.000000
0.020000,6.999880,2.573000,7.000000,4.000000,0.000000,0.000000,0.000000
0.020000,7.079880,2.573000,7.080000,4.000000,0.000000,0.000000,0.000000
0.020000,7.159880,2.573000,7.160000,4.000000,0.000000,0.000000,0.000000
0.020000,7.239880,2.573000,7.240000,4.000000,0.000000,0.000000,0.000000
0.020000,7.319880,2.573000,7.320000,4.000000,0.000000,0.000000,0.000000
0.020000,7.399880,2.573000,7.400000,4.000000,0.000000,0.000000,0.000000
0.020000,7.479880,2.573000,7.480000,4.000000,0.000000,0.000000,0.000000
0.020000,7.559880,2.573000,7.560000,4.000000,0.000000,0.000000,0.000000
0.020000,7.639880,2.573000,7.640000,4.000000,0.000000,0.000000,0.000000
0.020000,7.719880,2.573000,7.720000,4.000000,-0.000000,-0.000000,0.000000
0.020000,7.799880,2.573000,7.800000,4.000000,0.000000,0.000000,0.000000
0.020000,7.879880,2.573000,7.880000,4.000000,-0.000000,-0.000000,0.000000
0.020000,7.959880,2.573000,7.960000,4.000000,-0.000000,0.000000,0.000000
0.020000,8.039880,2.573000,8.040000,4.000000,0.000000,0.000000,0.000000
0.020000,8.119880,2.573000,8.120000,4.000000,0.000000,-0.000000,0.000000
0.020000,8.199880,2.573000,8.200000,4.000000,0.000000,0.000000,0.000000
0.020000,8.279880,2.573000,8.280000,4.000000,0.000000,0.000000,0.000000
0.020000,8.359880,2.573000,8.360000,4.000000,0.000000,0.000000,0.000000
0.020000,8.439880,2.573000,8.440000,4.000000,0.000000,0.000000,0.000000
0.020000,8.519880,2.573000,8.520000,4.000000,0.000000,0.000000,0.000000
0.020000,8.599880,2.573000,8.600000,4.000000,0.000000,0.000000,0.000000
0.020000,8.679880,2.573000,8.680000,4.000000,0.000000,0.000000,0.000000
0.020000,8.759880,2.573000,8.760000,4.000000,0.000000,0.000000,0.000000
0.020000,8.839880,2.573000,8.840000,4.000000,0.000000,0.000000,0.000000
0.020000,8.919880,2.573000,8.920000,4.000000,0.000000,0.000000,0.000000
0.020000,8.999880,2.573000,9.000000,4.000000,0.000000,0.000000,0.000000
0.020000,9.079880,2.573000,9.080000,4.000000,0.000000,0.000000,0.000000
0.020000,9.159880,2.573000,9.160000,4.000000,-0.000000,-0.000000,0.000000
0.020000,9.239880,2.573000,9.240000,4.000000,0.000000,0.000000,0.000000
0.020000,9.319681,2.573000,9.319801,3.990065,-0.496766,-24.838308,0.000000
0.020000,9.398886,2.573000,9.399006,3.960244,-1.491045,-49.713930,0.000000
0.020000,9.477097,2.573000,9.477217,3.910522,-2.486070,-49.751244,0.000000
0.020000,9.554113,2.573000,9.554233,3.850836,-2.984328,-24.912935,0.000000
0.020000,9.629936,2.573000,9.630056,3.791134,-2.985075,-0.037313,0.000000
0.020000,9.704565,2.573000,9.704685,3.731433,-2.985075,-0.000000,0.000000
0.020000,9.777999,2.573000,9.778119,3.671731,-2.985075,0.000000,0.000000
0.020000,9.850240,2.573000,9.850360,3.612030,-2.985075,0.000000,0.000000
0.020000,9.921286,2.573000,9.921406,3.552328,-2.985075,-0.000000,0.000000
0.020000,9.991139,2.573000,9.991259,3.492627,-2.985075,0.000000,0.000000
0.020000,10.059798,2.573000,10.059918,3.432925,-2.985075,0.000000,0.000000
0.020000,10.127262,2.573000,10.127382,3.373224,-2.985075,0.000000,0.000000
0.020000,10.193532,2.573000,10.193652,3.313522,-2.985075,-0.000000,0.000000
0.020000,10.258609,2.573000,10.258729,3.253821,-2.985075,0.000000,0.000000
0.020000,10.322491,2.573000,10.322611,3.194119,-2.985075,0.000000,0.000000
0.020000,10.385180,2.573000,10.385300,3.134418,-2.985075,-0.000000,0.000000
0.020000,10.446674,2.573000,10.446794,3.074716,-2.985075,-0.000000,0.000000
0.020000,10.506974,2.573000,10.507094,3.015015,-2.985075,0.000000,0.000000
0.020000,10.566080,2.573000,10.566200,2.955313,-2.985075,-0.000000,0.000000
0.020000,10.623993,2.573000,10.624113,2.895612,-2.985075,-0.000000,0.000000
